order_reference,order_status,payment_method,castig_net_lei,ride_distance_km,ride_duration_min,viteza_medie_kmh,to_client_dist_km,to_client_dur_min,order_created_date,order_created_time,pickup_address,destination_address
MzI1LTI0NjM2ODU4MjQtMzIwNDQ2Njc5NQ,finished,in_app,34.4,5.6,9.8,34.0,1.1,2.4,2026-04-13,21:46:27,"Șoseaua Chitilei 57, Bucureşti","Șoseaua Nicolae Titulescu 39-49, Gara de Nord, Bucureşti"
MzI1LTI0NjM2NDM4MjQtMzIwNDM4ODk2MA,finished,cash,44.0,6.7,18.9,21.2,2.0,4.0,2026-04-13,21:01:40,"Bulevardul Libertății nr. 14, București 050706","Strada Pappia Aristotel 45, Bucureşti"
MzI1LTI0NjM2Mjc0ODctMzIwNDM2MDE0MQ,finished,in_app,35.8,5.8,12.9,27.0,1.6,6.1,2026-04-13,20:45:04,"Strada Cetățuia 8, Bucureşti 060823","Autogara Filaret, Piața Gara Filaret 1, Sectorul 4, Bucureşti"
MzI1LTI0NjM2MjI1MTAtMzIwNDM1MzA0Ng,finished,cash,16.6,1.5,3.4,26.4,0.5,1.3,2026-04-13,20:40:58,"Strada George Vâlsan 96, Bucureşti 060476","McDonald's, Șoseaua Virtuții 27B, Militari, Bucureşti"
MzI1LTI0NjM2MTc1OTItMzIwNDM0MjY1Ng,finished,in_app,14.8,0.4,2.4,11.1,1.1,3.3,2026-04-13,20:34:50,"Bulevardul Constructorilor 24A, Bucureşti 060513","Strada Vintilă Mihăilescu 20, Crângași, Bucureşti"
MzI1LTI0NTY3NDAxMjAtMzE5Mjk1MzA2Mg,finished,in_app,18.6,5.9,18.3,19.5,0.1,0.5,2026-04-08,23:22:49,"Strada Turda 121, Bucureşti 011323","Autogara Obor, Bulevardul Gării Obor 9, Obor, Bucureşti"
MzI1LTI0NTY3MjQ1MjctMzE5MjkyMjc5OA,finished,in_app,14.9,5.1,13.8,22.2,0.3,1.0,2026-04-08,23:04:44,"Strada Badea Cârțan 13, Bucureşti 020661","Strada Cluj 45, Bucureşti 011491"
MzI1LTI0NTY3MTcxMjQtMzE5MjkwODk0Ng,finished,in_app,14.0,2.9,8.3,20.8,1.4,3.0,2026-04-08,22:56:39,"Piața Unirii 1, Bucureşti 030119","Str. Vasile Lascar 161, Bucharest"
MzI1LTI0NTY2ODE0OTUtMzE5Mjg0NTI3Nw,finished,cash,13.3,5.2,10.0,31.1,1.4,6.3,2026-04-08,22:16:28,"Strada Sergent Nițu Vasile 16, Bucureşti 041543","Presto Ristorante Carol, Bulevardul Mărășești, Bucharest, Romania"
MzI1LTI0NTY2NTMxNTAtMzE5Mjc5NjIxOA,finished,in_app,22.4,7.3,17.4,25.0,0.7,3.1,2026-04-08,21:48:32,"Strada Popa Rusu 16, Bucureşti 021023","Aleea Mioara Luiza Mirea 5, Bucureşti 041531"
MzI1LTI0NTY2NDM0NTQtMzE5Mjc4MDA0Ng,finished,business,14.9,3.6,10.1,21.4,1.5,4.8,2026-04-08,21:38:51,"Șoseaua Ștefan cel Mare 15, Bucureşti 021104","Calea Moșilor 75, Bucureşti"
MzI1LTI0NTY2MzU2NjYtMzE5Mjc2NzMxNg,finished,cash,15.3,1.0,3.1,19.3,0.8,3.1,2026-04-08,21:31:36,"Strada Salcâmilor 18, Bucureşti","Exotic Vet Center, Strada Făinari 1, Sector 2, Bucureşti"
MzI1LTI0NTY2Mjc3MjYtMzE5Mjc1MzU0NQ,finished,in_app,15.3,2.9,7.5,22.9,0.7,2.4,2026-04-08,21:23:31,"Piața Unirii 1, Bucureşti 030119","Strada Mihai Eminescu 188, Sector 2, Bucureşti"
MzI1LTI0NTY1ODgxNjAtMzE5MjY4NzMyNA,finished,cash,35.4,3.7,13.1,16.9,0.9,3.2,2026-04-08,20:47:29,"Strada Crinului 14, București 077120","Intrarea Crinului, Jilava, România"
MzI1LTI0NTY1NzAyMjItMzE5MjY1OTIzOA,finished,cash,18.1,5.9,14.6,24.3,1.1,4.6,2026-04-08,20:30:54,"Strada Teiuș 133, Bucureşti","Dedeman, Strada Acțiunii, București, România"
MzI1LTI0NTY1NDExNzgtMzE5MjYxMjIyMw,finished,cash,17.6,5.1,17.0,17.9,0.9,4.8,2026-04-08,20:04:21,"Aleea Sălaj 11, Bucureşti 051908","Str. Valea Timisului 150E, Bucureşti 051497"
MzI1LTI0NTY1MDQ5MDctMzE5MjU2MDQzNg,finished,in_app,32.7,12.3,26.8,27.5,1.6,3.6,2026-04-08,19:32:28,"Elos Skin & Laser Center, Piata Presei","Strada Popina 23, Bucharest, Romania"
MzI1LTI0NTY0Nzc2MDItMzE5MjUyMDUwMw,finished,in_app,23.3,7.3,17.7,24.8,0.8,1.4,2026-04-08,19:08:25,"Bulevardul Iuliu Maniu 51, Bucureşti 061077","Beraria H, Beraria H"
MzI1LTI0NTY0NjA0MTktMzE5MjQ5NjI1MQ,finished,cash,14.5,2.6,6.8,22.9,1.8,5.6,2026-04-08,18:54:10,"Strada Valea Cascadelor 26F, Bucureşti 061515","Str. Moinesti 1, Bucureşti 061231"
MzI1LTI0NTY0MjU5MzEtMzE5MjQ0NzI5Nw,finished,in_app,29.9,7.3,23.9,18.3,1.0,3.0,2026-04-08,18:25:49,"Bulevardul Constructorilor 14, Bucureşti 060511","Aleea Pasărea în Văzduh 4, Bucureşti 062142"
MzI1LTI0NTU1MjYzMjAtMzE5MTA4Nzc1Mw,finished,in_app,12.8,3.8,8.7,25.9,1.3,3.5,2026-04-08,00:48:13,"Strada Doctor Constantin Istrati 1, Bucureşti 040542","Strada Petre Ispirescu 117, Bucureşti"
MzI1LTI0NTU0NzEzNzctMzE5MDk4MTY1MQ,finished,business,44.2,11.9,21.8,32.9,4.9,9.2,2026-04-07,23:24:16,Strada Aron Cotruș 51,"Piața Rahova, Șoseaua Alexandria 3-5,  Strada Pucheni"
MzI1LTI0NTU0NTk3MzgtMzE5MDk2MDY1MQ,finished,cash,14.0,2.4,6.0,24.0,1.5,2.6,2026-04-07,23:08:13,"Strada Banul Antonache 40-44, Bucureşti 011665","Bulevardul Ion Mihalache 106, Bucureşti 011202"
MzI1LTI0NTU0NTA2OTItMzE5MDk0Mjk2Ng,finished,in_app,14.2,3.8,8.4,27.1,0.6,3.3,2026-04-07,22:57:13,"Calea Griviței 144, Bucureşti 010741","Strada Dinu Vintilă 3, Bucureşti 021101"
MzI1LTI0NTU0MzYyNzgtMzE5MDkxNDczOQ,finished,in_app,25.6,9.0,17.4,31.1,0.5,4.3,2026-04-07,22:39:09,"Drumul Osiei 70B, 062395","Gara de Nord, Gara de Nord, Bucureşti"
MzI1LTI0NTU0MDkxOTAtMzE5MDg2NDYzNg,finished,in_app,24.7,9.0,21.6,25.0,1.7,3.3,2026-04-07,22:07:46,"Strada Progresului 126, Bucureşti 050696",Strada Rezervelor 99
MzI1LTI0NTUzODY0MTgtMzE5MDgyMzMxNw,finished,cash,18.2,3.7,13.8,16.0,1.9,2.4,2026-04-07,21:44:10,"Intrare Far, Afi Palace Cotroceni","Strada Vedea 4, Bucureşti 052084"
MzI1LTI0NTUzNjUwMTItMzE5MDc5ODk0NA,finished,in_app,18.2,4.4,12.1,21.7,0.6,2.0,2026-04-07,21:29:04,"Strada Ion Câmpineanu 27, Bucureşti 010034","Str. Alexandru Iacobescu 17, Bucureşti 060755"
MzI1LTI0NTUzNTcxNjEtMzE5MDc3MzgyOA,finished,in_app,16.8,5.1,14.6,20.8,1.9,5.5,2026-04-07,21:14:10,"Drumul Taberei 18, Bucureşti 061385","Negroni Aperitivo Bar, Strada Matei Millo 5, Sector 1, Bucureşti"
MzI1LTI0NTUyNzQ5MzktMzE5MDYzNzcxNg,finished,cash,23.4,8.9,18.8,28.4,1.2,4.1,2026-04-07,19:55:41,"Strada Căderea Bastiliei 41, Bucureşti","Drumul Taberei 122, Bucureşti 061414"
MzI1LTI0NTUyNTM0NTUtMzE5MDYwNDM0Nw,finished,in_app,30.8,11.3,19.4,34.9,1.5,3.0,2026-04-07,19:35:36,"Strada Erou Iancu Nicolae 89/11, 077190","Condesa, Gina Patrichi 3, Sector 1, Bucureşti"
MzI1LTI0NTUyMDAxODQtMzE5MDUyMTIzMQ,finished,in_app,40.8,12.1,31.9,22.8,1.7,2.8,2026-04-07,18:47:59,"Intrarea Doctor Iacob Felix 16, Bucureşti","Strada Erou Iancu Nicolae 95A, Voluntari 077190"
MzI1LTI0NTUxOTQ2MzQtMzE5MDUxMjU1Mg,finished,in_app,12.8,1.5,4.3,21.1,0.4,1.5,2026-04-07,18:43:20,"Strada Știrbei Vodă 87 A, Bucureşti","Strada Buzești 27, Bucureşti 011012"
MzI1LTI0NTUxODA4MzctMzE5MDQ5MTgwNA,finished,cash,12.8,3.3,7.8,25.5,0.8,3.0,2026-04-07,18:31:17,"Calea Crângași 29, Bucureşti 060312","Strada Virgiliu 30, Bucureşti"
MzI1LTI0NTQyNzE0ODgtMzE4OTA5MDcyMA,finished,in_app,17.2,4.3,12.9,20.1,2.5,4.5,2026-04-06,23:49:11,"Strada 11 Iunie 57, Bucureşti 040171","Splaiul Independenței 202D, Bucureşti 060022"
MzI1LTI0NTQyNDUyNzEtMzE4OTAzNjk0NA,finished,business,38.0,12.5,18.6,40.5,2.8,5.1,2026-04-06,23:12:27,"Ramada Parc, Ramada Plaza","Strada Tătulești 7, Bucharest, Romania"
MzI1LTI0NTQyMzMwMzktMzE4OTAxMTczMw,finished,in_app,41.2,9.4,15.2,37.1,0.8,4.4,2026-04-06,22:57:14,"Strada Academiei 25, Bucureşti 010012","Str. Crinului 5-15, Bucureşti 012582"
MzI1LTI0NTQyMjAwNjktMzE4ODk4NDc3NA,finished,in_app,12.8,4.3,6.8,38.2,1.8,4.0,2026-04-06,22:41:26,"Strada Emil Racoviță 3-5, Bucureşti 041762","Strada Nerva Traian 13-15, Nerva Traian, Bucureşti"
MzI1LTI0NTQxOTg2MTEtMzE4ODk0MDcyMg,finished,business,31.4,6.8,13.0,31.6,1.6,6.3,2026-04-06,22:17:27,"Strada Vaselor 8, Bucureşti","Strada Cărăruia 40, Bucureşti"
MzI1LTI0NTQxODc2ODQtMzE4ODkyMDIxNQ,finished,cash,15.3,5.3,12.4,25.6,0.3,0.6,2026-04-06,22:06:39,"Strada Nerva Traian 1, Bucureşti","Str. Mihai Eminescu 77 A, Bucureşti 020072"
MzI1LTI0NTQxNTkyMTMtMzE4ODg1OTUxNw,finished,in_app,33.8,5.0,18.2,16.5,1.3,5.5,2026-04-06,21:35:50,"Bulevardul Dinicu Golescu 31, Bucureşti 010866","Bulevardul Octavian Goga 12, Bucureşti"
MzI1LTI0NTQxMzMxODEtMzE4ODgwODU5OQ,finished,cash,28.1,9.0,18.2,29.6,3.2,9.8,2026-04-06,21:09:37,"Intrare 2, Zona Comercială Băneasa","Intrarea Ștefan Furtună 7, Sectorul 1, Bucureşti"
MzI1LTI0NTQwOTg0MTQtMzE4ODc0MDE2MQ,finished,cash,21.8,7.3,16.1,27.4,1.7,4.1,2026-04-06,20:35:35,"Piața Alexandru Lahovari 5, Bucureşti 010464","Cămin Snspa, Strada Biharia, București, România"
MzI1LTI0NTQwNjEyMzMtMzE4ODY3NjUxOA,finished,in_app,54.2,17.4,31.2,33.4,1.1,3.0,2026-04-06,19:59:53,"Arrivals, Bucharest Henri Coanda Airport (OTP)","Hotel Berthelot, Sector 1, Bucureşti"
MzI1LTI0NTQwMTg5MzMtMzE4ODYwODAwNQ,finished,cash,32.6,12.4,25.3,29.3,1.1,1.3,2026-04-06,19:17:05,"Piața Constituției 5, București 040104","Intrare principala, Zona Comercială Băneasa"
MzI1LTI0NTQwMTA5ODUtMzE4ODU5NTMwMQ,finished,in_app,12.8,2.3,4.6,29.5,0.7,1.4,2026-04-06,19:09:19,"Calea Rahovei 157A, Bucureşti 050892","Hotel Parliament, Strada Izvor 106, Sectorul 5, Bucureşti"
MzI1LTI0NTM5OTkwOTMtMzE4ODU3Njg2Ng,finished,in_app,12.8,3.0,9.5,19.1,0.4,0.8,2026-04-06,18:57:40,"Strada Cuza Vodă 58, Bucureşti 040285","Strada Sabinelor 42A, Bucureşti"
MzI1LTI0NTM5NzAwMzctMzE4ODUzMzA4MA,finished,in_app,29.9,7.4,23.9,18.6,1.5,3.4,2026-04-06,18:28:59,"Splaiul Independentei 332B, Bucureşti 060314","Biserica Ortodoxă „Bucur Ciobanul”, Strada Radu Vodă 33, Bucureşti"
MzI1LTI0NTM5NjI2ODktMzE4ODUyMTkyMQ,finished,cash,14.0,0.6,2.9,11.9,0.5,3.0,2026-04-06,18:21:30,"Șoseaua Virtuții 148, Bucureşti 060787","Bulevardul Constructorilor 20, Crângași, Bucureşti"
MzI1LTI0NTM5NTAyNzktMzE4ODUwMzc0MA,finished,cash,15.3,2.7,6.4,25.0,2.7,6.2,2026-04-06,18:09:25,"Strada Dudului 15, Bucureşti","Strada Nucșoara 6, Crângași, Bucureşti"
MzI1LTI0NTMxNzk5MDEtMzE4NzI0OTU1Mw,finished,cash,18.8,7.0,11.7,35.9,1.6,3.3,2026-04-06,00:36:50,"Șoseaua Ștefan cel Mare 236, Bucureşti 020164","Calea Crângași 19, Bucureşti"
MzI1LTI0NTMxNjY5MDAtMzE4NzIyMTI3Nw,finished,cash,18.6,6.5,9.3,41.6,1.9,4.5,2026-04-06,00:22:12,"Strada Ion Minulescu 3, Bucureşti 031215","Strada Tunari 58, Bucureşti 020528"
MzI1LTI0NTMxNTM5NTAtMzE4NzE5NDU3Ng,finished,in_app,16.4,2.8,5.0,33.3,1.7,3.8,2026-04-06,00:09:26,"Strada Moților 20, Bucureşti","Delta City, Strada Povestei 10, Bucharest"
MzI1LTI0NTMxNDA5OTItMzE4NzE2NjgwNA,finished,cash,21.0,4.4,14.3,18.4,1.2,1.6,2026-04-05,23:56:53,"Calea Șerban Vodă 124, Bucureşti 040213","Strada Vântului 25, Vitan, Bucureşti"
MzI1LTI0NTMxMzMwODEtMzE4NzE0OTE1OQ,finished,in_app,22.4,2.6,7.0,22.2,0.4,0.8,2026-04-05,23:48:51,"Strada Stelea Spătarul 11, Bucureşti 030211","Strada Frigului 18, Sectorul 4, Bucureşti"
MzI1LTI0NTMxMjAwMTQtMzE4NzEyMzc2OQ,finished,cash,16.8,2.7,8.1,19.8,1.1,2.5,2026-04-05,23:36:32,"Aleea Bran 2, Bucureşti 040444","Strada Baia de Fier 6, Centrul Istoric, Bucureşti"
MzI1LTI0NTMxMDkyMzgtMzE4NzEwMjE4OA,finished,business,12.8,1.9,3.4,34.3,1.1,1.5,2026-04-05,23:26:37,Bulevardul Alexandru Obregia 19L,"Șoseaua Berceni 35, Berceni, Bucureşti"
MzI1LTI0NTMwODA5MDUtMzE4NzA1MDI4MA,finished,in_app,28.1,7.7,14.1,32.9,0.5,3.4,2026-04-05,23:02:38,"Strada Garoafei 36, Bucureşti 051236","Drumul Jilavei 64-66, București, România"
MzI1LTI0NTMwNDY1OTAtMzE4Njk5Nzg3Ng,finished,cash,46.6,6.4,28.7,13.4,0.8,0.1,2026-04-05,22:38:07,"Calea Giulești 39, Bucureşti 060276","Șoseaua Alexandria 20, Bucureşti 051534"
MzI1LTI0NTI2ODc2NDQtMzE4NjM1OTI4Mw,finished,in_app,20.2,6.4,11.4,33.4,1.1,2.5,2026-04-05,17:27:43,"Bulevardul Ion Mihalache 343, Bucureşti 010721","21 Residence Politehnica, Bulevardul Iuliu Maniu 15H, Militari, Bucureşti"
MzI1LTI0NTI2NDA5MDYtMzE4NjI4Mzk5MQ,finished,cash,21.1,6.0,11.3,31.6,4.1,4.6,2026-04-05,16:42:54,"DJ602 78, Buftea 070000","Mânăstirea, România"
MzI1LTI0NTI2MjkyMDctMzE4NjI2MzQ0OA,finished,cash,12.8,3.0,5.0,36.5,2.0,2.8,2026-04-05,16:30:11,"Aleea Constructorului 1, Buftea 070000","Strada Oltului 3, Buftea 070000"
MzI1LTI0NTI1NzY0MTMtMzE4NjE3NjQ3NQ,finished,cash,63.2,26.2,45.8,34.3,0.2,2.5,2026-04-05,15:36:56,"Șoseaua Sălaj 139, Bucureşti 051895","Aleea Câmpului 6, Buftea 070000"
MzI1LTI0NTI1NzIxNzEtMzE4NjE2OTY3Ng,finished,cash,14.0,1.5,2.9,30.8,0.3,1.6,2026-04-05,15:32:39,"Calea Rahovei 305, Bucureşti 050901","Șoseaua Sălaj 208, Rahova, Bucureşti"
MzI1LTI0NTI1NTQ4ODMtMzE4NjE0MTY0OA,finished,in_app,17.9,5.8,15.0,23.1,1.4,2.9,2026-04-05,15:14:33,"Intrarea Principala, Spitalul Militar Central","Strada Pictor Dan Mihail 4, Bucureşti"
MzI1LTI0NTE5MTI5ODQtMzE4NTAwMDc5Nw,finished,in_app,13.4,3.2,10.2,18.7,1.4,2.1,2026-04-05,00:16:17,"Strada Lizeanu 20, Bucureşti 021112","Zadar Bar, Strada Mircea Vulcănescu, Bucharest, Romania"
MzI1LTI0NTE4NDI0MjgtMzE4NDg5NTM1MA,finished,in_app,47.0,17.6,23.5,44.9,1.6,3.0,2026-04-04,23:13:45,"Str. Ferme F 29, Otopeni","Strada Ioan Slavici 3, Bucureşti"
MzI1LTI0NTE4MDc4MTktMzE4NDg0MjEzNg,finished,in_app,30.8,11.8,17.9,39.5,0.0,0.3,2026-04-04,22:42:55,"Piața Unirii 1, Bucureşti 030119","Strada Jandarmeriei 13D, Bucureşti"
MzI1LTI0NTE3NzgxODgtMzE4NDc5ODk1Mw,finished,in_app,39.7,10.6,20.8,30.7,0.5,1.2,2026-04-04,22:16:06,"Strada Biruinței 49, Popeşti Leordeni 077160","Piața Unirii 1, Bucureşti 030119"
MzI1LTI0NTE3NjA2NDktMzE4NDc3MzMyMA,finished,cash,14.6,4.1,7.7,32.4,0.8,1.7,2026-04-04,22:00:56,"Bd. Alexandru Obregia 39, București","Strada Biruinței 172, Popești-Leordeni"
MzI1LTI0NTE3MzQ5NTYtMzE4NDczNTgxNg,finished,cash,20.7,7.4,17.6,25.2,0.1,0.4,2026-04-04,21:38:16,"Strada Gheorghe Iorga 8, Bucureşti 051817","Strada Emil Racoviță 22A, Bucureşti 041761"
MzI1LTI0NTE2NjI2NDktMzE4NDYyNzcxOA,finished,in_app,33.0,10.0,23.5,25.7,1.3,2.5,2026-04-04,20:35:52,"Strada Amurgului 56A, Popești-Leordeni","Str. Av. Dumitru Penes 13, Bucureşti 052011"
MzI1LTI0NTE2MzY1MDctMzE4NDU4OTQyMw,finished,in_app,24.5,8.4,19.8,25.5,0.0,0.2,2026-04-04,20:12:29,"Intrare Paul, Park Lake Mall",Strada Biruinței 87
MzI1LTI0NTE2Mjg5NzEtMzE4NDU3ODk4Mw,finished,in_app,12.8,1.7,6.2,16.8,0.6,2.2,2026-04-04,20:05:57,"Calea Dudești 186, Bucureşti","Paul Entrance, Park Lake Mall"
MzI1LTI0NTE2MDM1MjktMzE4NDU0MzExNQ,finished,in_app,15.3,4.7,10.1,27.9,0.5,1.4,2026-04-04,19:43:33,"Strada Vasile Lascăr 188B, Bucureşti 020512","Strada Baba Novac 8, Bucureşti"
MzI1LTI0NTE1ODQzNTYtMzE4NDUxNjg3Mw,finished,in_app,24.0,6.3,12.9,29.3,0.7,1.5,2026-04-04,19:26:41,"Bulevardul Constructorilor 24, Bucureşti 060513","Bulevardul Dacia 99, Sectorul 2, Bucureşti"
MzI1LTI0NTAwMzExNTMtMzE4MjE4NzIwMQ,finished,cash,34.0,8.3,40.5,12.3,0.5,3.6,2026-04-03,15:35:38,"Strada Clucerului 55, Bucureşti","Splaiul Unirii 162, Bucureşti 040041"
MzI1LTI0NDk5OTY5MTQtMzE4MjEzNzgzNA,finished,in_app,20.2,5.5,30.2,11.0,0.4,1.8,2026-04-03,15:07:36,"Strada Ion Brezoianu 6, Sector 5, Bucureşti","Arco di Trionfo, Sector 1, Bucureşti"
MzI1LTI0NDk5NDg0MTMtMzE4MjA2NTI5MA,finished,in_app,28.1,8.6,35.5,14.6,0.4,1.5,2026-04-03,14:28:32,"Bulevardul 1 Decembrie 1918 12-14, Bucureşti 032462","Pâine Goală, Strada Ion Brezoianu 10, Sector 5, Bucureşti"
MzI1LTI0NDk4OTkyMDQtMzE4MTk5MzM0Mw,finished,in_app,32.6,5.9,26.3,13.4,1.0,3.7,2026-04-03,13:48:53,"Strada Ion Maiorescu 38, Bucureşti 021245","Bl. M32A, Aleea Barajul Bicaz 11C, București 032792"
MzI1LTI0NDk4MjkxNTUtMzE4MTg5MDkwNQ,finished,cash,42.1,11.1,37.8,17.5,1.5,4.7,2026-04-03,12:48:02,"Strada Fanionului 51, Bucureștii Noi, Bucureşti","Strada Făinari 1, Bucureşti 021221"
MzI1LTI0NDk3OTYxOTgtMzE4MTg0MjM3Nw,finished,in_app,27.4,7.6,21.1,21.5,0.3,1.7,2026-04-03,12:19:21,"Calea Griviței 140, Bucureşti 010741","Strada Natației 54-52, Sectorul 1, Bucureşti"
MzI1LTI0NDk3NTM0MjAtMzE4MTc4MTAxMg,finished,in_app,26.6,11.7,30.3,23.2,1.2,4.3,2026-04-03,11:41:49,"Aleea Tomești 10, Bucureşti","Bulevardul Gheorghe Duca 8, Bucureşti 011074"
MzI1LTI0NDk3MTM4MzMtMzE4MTcyNDc2MA,finished,cash,32.0,12.4,35.8,20.8,1.4,3.1,2026-04-03,11:04:24,"Strada Valea Cascadelor 4, Bucureşti 061093","Statie autobuz, Spitalul Clinic de Urgență ""Bagdasar-Arsenie"
MzI1LTI0NDkxNTU5NjItMzE4MDgwNDA2Mg,finished,in_app,14.9,2.0,5.8,20.1,1.0,1.9,2026-04-02,22:03:13,"Strada Ion Campineanu 24, Bucureşti 010082","Str. Plantelor 26, Bucureşti 023974"
MzI1LTI0NDkxMzUwMTYtMzE4MDc3MDE5Mw,finished,in_app,17.6,6.7,16.3,24.6,1.2,2.7,2026-04-02,21:44:22,"Strada Țincani 3, Bucureşti 061594","Apollo111, Strada Actor Ion Brezoianu 23-25, Sector 1, Bucureşti"
MzI1LTI0NDkxMTI2NzEtMzE4MDczNDI0NQ,finished,in_app,14.2,5.8,14.7,23.7,0.3,1.5,2026-04-02,21:23:54,"Calea Ferentari 62, Bucureşti 051864","Drumul Taberei 93A, Bucharest"
MzI1LTI0NDkwODc2MTEtMzE4MDY5MzEzNw,finished,in_app,13.1,4.6,16.3,17.1,1.0,3.0,2026-04-02,21:03:05,"Far Entrance, Afi Palace Cotroceni Mall","Filiala Vasile Alecsandri - Biblioteca Metropolitană Bucureşti, Calea Ferentari, Bucharest, Romania"
MzI1LTI0NDkwNTg3MjktMzE4MDY0NjY0Mw,finished,in_app,20.2,4.2,14.4,17.5,0.7,0.1,2026-04-02,20:38:21,"Strada Lipscani 17, Bucureşti","Strada Bârcă 1, Bucureşti"
MzI1LTI0NDkwMzc4NTEtMzE4MDYxNDEzMQ,finished,in_app,18.1,5.8,15.5,22.3,0.3,1.8,2026-04-02,20:20:30,"Bulevardul Timișoara 29, Bucureşti 061308","Interbelic Cocktail Bar, Calea Victoriei 17, Bucureşti"
MzI1LTI0NDg5NTU2MTgtMzE4MDQ5Mjc1NQ,finished,in_app,26.2,7.8,22.8,20.7,0.1,1.4,2026-04-02,19:14:45,"Strada Cuza Vodă 127, Bucureşti 040283","Plaza Residence Faza 4, Bulevardul Timișoara, Bucharest, Romania"
MzI1LTI0NDg5NDI3NjEtMzE4MDQ3MzQ0NA,finished,cash,17.6,3.4,11.3,17.9,1.8,3.6,2026-04-02,19:05:00,"Strada Stoian Militaru 71, Bucureşti 040713","Discovery Arena Tineretului, Strada Elena Cuza 42, Sectorul 4, Bucureşti"
MzI1LTI0NDg5MDg1MTYtMzE4MDQyNDU5OA,finished,cash,30.2,9.2,22.9,23.9,0.2,0.8,2026-04-02,18:39:01,"Strada Albotești 6, Bucureşti","Spitalul Clinic de Urgență pentru Copii ""Maria Sklodowska Curie"", Bulevardul Constantin Brancoveanu 20, Berceni, Bucureşti"
MzI1LTI0NDg4MzA2ODQtMzE4MDMxMzg4Ng,finished,cash,46.3,10.5,54.2,11.6,0.6,3.9,2026-04-02,17:41:01,"Bulevardul Ion Mihalache 11, Bucureşti 011171","Drumul Luptatorilor Antifascisti 41, Bucureşti 051572"
MzI1LTI0NDg4MDg3MjUtMzE4MDI4MTgyNA,finished,in_app,14.2,1.3,12.2,6.3,1.3,4.5,2026-04-02,17:24:38,"Strada Praga 3, Dorobanți, Bucureşti","Humana Second Hand, Șoseaua Nicolae Titulescu 61-71, Gara de Nord, Bucureşti"
MzI1LTI0NDg3OTAzNzYtMzE4MDI1NDk1MA,finished,cash,16.7,1.9,6.8,17.0,1.5,4.1,2026-04-02,17:10:37,"Strada Emanoil Porumbaru 13, Bucureşti 011421","COCO glam bar, Strada Braziliei 11A, Dorobanți, Bucureşti"
MzI1LTI0NDg3NTczNTUtMzE4MDIwNTc3OQ,finished,cash,35.3,7.5,22.7,19.7,0.7,3.9,2026-04-02,16:45:59,"Bulevardul Iuliu Maniu 57, Bucureşti 061081","Str. Emanoil Porumbaru 58, Bucureşti 011427"
MzI1LTI0NDg3MzcwNDgtMzE4MDE3NjE4Mw,finished,cash,15.3,2.3,8.9,15.5,1.1,2.9,2026-04-02,16:31:06,"Strada Fabricii 46G, Militari, Bucureşti","Metrou Lujerului, iesirea A, Bulevardul Iuliu Maniu, București, România"
MzI1LTI0NDg3MDcxNzItMzE4MDEzMzU1Nw,finished,cash,20.0,3.5,20.9,10.1,0.7,3.1,2026-04-02,16:08:53,"Bulevardul Constructorilor 31, Crângași, Bucureşti","Sos. Virtutii 8, Bucharest 060785"
MzI1LTI0NDc4MzI5NTAtMzE3ODc2NTY2MQ,finished,cash,14.0,4.5,6.0,44.9,0.5,6.3,2026-04-01,22:54:52,"Bulevardul Iancu de Hunedoara 37, Bucureşti 011734","Calea Crângași 12, Crângași, Bucureşti"
MzI1LTI0NDc4MjcyMzktMzE3ODc1NDg0Ng,finished,in_app,16.9,6.3,12.1,31.3,0.4,1.0,2026-04-01,22:47:32,"Galaxy Entrance, Afi Palace Cotroceni Mall","Spitalul Clinic de Urgență București, Calea Floreasca, Bucharest, Romania"
MzI1LTI0NDc4MDE3MTktMzE3ODcxMDc5OA,finished,in_app,12.8,1.5,4.5,20.1,0.4,2.5,2026-04-01,22:19:15,"Strada Serg. Alexandru Cutieru 25A, Bucureşti 061422","Str. Sandulesti 1, Bucureşti 061784"
MzI1LTI0NDc3NjIyODUtMzE3ODY0NTI3MA,finished,cash,17.1,6.0,13.8,25.8,1.7,6.4,2026-04-01,21:39:48,"Strada Știrbei Vodă 18-16, Bucureşti","Bulevardul Timișoara 16B Bl. C3, Bucureşti 061329"
MzI1LTI0NDc3NDAzNjYtMzE3ODYwOTg0Ng,finished,in_app,13.3,4.4,10.6,25.1,1.7,6.0,2026-04-01,21:17:18,"Strada Barbu Văcărescu 155, Bucureşti 020275","B-dul. Dinicu Golescu 7, Bucureşti 010861"
MzI1LTI0NDc3MjYwNzMtMzE3ODU4NjUwMw,finished,cash,14.0,3.6,10.2,21.0,1.6,3.6,2026-04-01,21:03:53,"Strada Jean Louis Calderon 17, Bucureşti 020031","Strada Vidin 7, Bucureşti"
MzI1LTI0NDc3MDYwMzUtMzE3ODU1Mzg0OQ,finished,in_app,16.4,4.1,10.9,22.3,0.9,2.1,2026-04-01,20:45:05,"Strada Toamnei 108, Bucureşti 020715","Hasha Tattoo - Tatuaje & Piercing Sector 4, Bucuresti, Bulevardul Mărășești, Bucharest, Romania"
