order_reference,payment_method,order_status,order_price_net_earnings,ride_distance,to_client_distance,total_ride_distance,lei_per_km_total,lei_per_km_ride,ride_duration,to_client_duration,total_ride_duration,lei_per_min_total,lei_per_min_ride,order_created_date,order_created_time,order_accepted_date,order_accepted_time,order_pickup_date,order_pickup_time,order_drop_off_date,order_drop_off_time,order_finished_date,order_finished_time,payment_confirmed_date,payment_confirmed_time,pickup_address,destination_address,order_cancelled_date,order_cancelled_time,order_no_show_date,order_no_show_time,order_stops,order_price_ride_price,order_price_commission,order_price_in_app_discount,order_price_booking_fee,order_price_cancellation_fee,order_price_cash_discount,order_price_tip,order_price_toll_fee,is_scheduled,price_review_reason,driver_cancelled_reason,category_info_name,category_info_vehicle_type,category_info_seats,vehicle_model
MzI1LTI0MDAyNjI0OTItMzEwNDQwNjI2OQ,in_app,finished,25.725,5.009,1.621,6.63,3.880090498,5.13575564,14.11666667,11.25,25.36666667,1.01412615,1.82231405,25-02-26,18:20:48,25-02-26,18:20:54,25-02-26,18:35:53,25-02-26,18:50:00,25-02-26,18:50:12,25-02-26,18:50:12,"Strada Petre Ispirescu 7, Bucureşti 051022","La Bottega dei Sapori, Strada Doctor Ernest Juvara 24, Cotroceni, Bucureşti",,,,,"[{""lat"": 44.411017, ""lng"": 26.068426, ""address"": ""Strada Petre Ispirescu 7, Bucureşti 051022"", ""real_lat"": 44.411236, ""real_lng"": 26.068763, ""type"": ""pickup""}, {""lat"": 44.438839, ""lng"": 26.066939, ""address"": ""La Bottega dei Sapori, Strada Doctor Ernest Juvara 24, Cotroceni, Bucureşti"", ""real_lat"": 44.438741, ""real_lng"": 26.066638, ""type"": ""dropoff""}]",34.3,8.575,0,0,0,0,0,0,FALSE,,,Bolt,car,3,Volkswagen Touran
MzI1LTI0MDAwODgxMjEtMzEwNDE1NzE1MQ,in_app,finished,39.525,9.345,1.831,11.176,3.536596278,4.22953451,42.6,3.416666667,46.01666667,0.858927925,0.927816901,25-02-26,15:58:55,25-02-26,15:58:59,25-02-26,16:02:24,25-02-26,16:45:00,25-02-26,16:45:09,25-02-26,16:45:09,"Bulevardul Iuliu Maniu 6P, Bucureşti 061103",Strada Tineretului 85,,,,,"[{""lat"": 44.435557, ""lng"": 26.05254, ""address"": ""Bulevardul Iuliu Maniu 6P, Bucureşti 061103"", ""real_lat"": 44.435623, ""real_lng"": 26.05265, ""type"": ""pickup""}, {""lat"": 44.433036, ""lng"": 26.01304, ""address"": ""Strada Hanul Ancuței 4, Bucureşti 062163"", ""real_lat"": 44.433232, ""real_lng"": 26.013149, ""type"": ""waypoint""}, {""lat"": 44.447226, ""lng"": 25.981676, ""address"": ""Strada Tineretului 85"", ""real_lat"": 44.447111, ""real_lng"": 25.982208, ""type"": ""dropoff""}]",52.7,13.175,15.8,0,0,0,0,0,FALSE,,,Bolt,car,3,Volkswagen Touran
MzI1LTI0MDAzMDIwODMtMzEwNDQ2Mjc2Ng,in_app,finished,46.225,8.769,0.587,9.356,4.940679778,5.271410651,34.48333333,2.1,36.58333333,1.263553531,1.340502658,25-02-26,18:51:22,25-02-26,18:51:25,25-02-26,18:53:31,25-02-26,19:28:00,25-02-26,19:28:13,25-02-26,19:28:13,"Emergency Entrance, Bucharest University Emergency Hospital","Șoseaua Pantelimon 336, Bucureşti 021659",,,,,"[{""lat"": 44.437139, ""lng"": 26.071755, ""address"": ""Emergency Entrance, Bucharest University Emergency Hospital"", ""real_lat"": 44.437188, ""real_lng"": 26.071745, ""type"": ""pickup""}, {""lat"": 44.441933, ""lng"": 26.172355, ""address"": ""Șoseaua Pantelimon 336, Bucureşti 021659"", ""real_lat"": 44.441951, ""real_lng"": 26.172398, ""type"": ""dropoff""}]",58.3,12.075,0,0,0,0,10,0,FALSE,,,Bolt,car,3,Volkswagen Touran
MzI1LTI0MDA0NTIyMDUtMzEwNDY4OTkwNA,in_app,finished,15.375,7.181,1.128,8.309,1.850403177,2.141066704,18.96666667,4.4,23.36666667,0.657988588,0.810632689,25-02-26,21:04:49,25-02-26,21:04:56,25-02-26,21:09:20,25-02-26,21:28:18,25-02-26,21:28:23,25-02-26,21:28:23,"Strada Veteranilor 20, Militari, Bucureşti","Strada Eforie 7, București, România",,,,,"[{""lat"": 44.439964, ""lng"": 26.034485, ""address"": ""Strada Veteranilor 20, Militari, Bucureşti"", ""real_lat"": 44.440124, ""real_lng"": 26.034471, ""type"": ""pickup""}, {""lat"": 44.433826, ""lng"": 26.09624, ""address"": ""Strada Eforie 7, București, România"", ""real_lat"": 44.433919, ""real_lng"": 26.096296, ""type"": ""dropoff""}]",20.5,5.125,4.1,0,0,0,0,0,FALSE,,,Bolt,car,3,Volkswagen Touran
MzI1LTI0MDEyMTYzMDEtMzEwNTg1NDYyMA,in_app,finished,14.7,4.145,0.972,5.117,2.872777018,3.546441496,15.01666667,2.316666667,17.33333333,0.848076923,0.97891232,26-02-26,14:12:52,26-02-26,14:12:58,26-02-26,14:18:05,26-02-26,14:33:06,26-02-26,14:33:21,26-02-26,14:33:21,"Șoseaua Pipera 61, Bucureşti 020308","Bulevardul Pipera 1, Voluntari 077190",,,,,"[{""lat"": 44.484271, ""lng"": 26.109509, ""address"": ""Șoseaua Pipera 61, Bucureşti 020308"", ""real_lat"": 44.48416, ""real_lng"": 26.109607, ""type"": ""pickup""}, {""lat"": 44.489835, ""lng"": 26.116806, ""address"": ""Bulevardul Pipera 1, Voluntari 077190"", ""real_lat"": 44.489612, ""real_lng"": 26.117019, ""type"": ""dropoff""}]",19.6,4.9,0,0,0,0,0,0,FALSE,,,Bolt,car,3,Volkswagen Touran
MzI1LTI0MDEyMDAwNjQtMzEwNTgzMTk0NQ,in_app,finished,12.75,2.677,1.167,3.844,3.31685744,4.762794173,6.1,9.85,15.95,0.799373041,2.090163934,26-02-26,13:59:43,26-02-26,13:59:49,26-02-26,14:09:40,26-02-26,14:15:46,26-02-26,14:15:53,26-02-26,14:15:53,"Strada Zăgazului 1B, Bucureşti","Cortina Wellness, Bulevardul Pipera, Voluntari, Romania",,,,,"[{""lat"": 44.476729, ""lng"": 26.094451, ""address"": ""Strada Zăgazului 1B, Bucureşti"", ""real_lat"": 44.476902, ""real_lng"": 26.094499, ""type"": ""pickup""}, {""lat"": 44.489445, ""lng"": 26.11765, ""address"": ""Cortina Wellness, Bulevardul Pipera, Voluntari, Romania"", ""real_lat"": 44.489872, ""real_lng"": 26.117519, ""type"": ""dropoff""}]",17,4.25,0,0,0,0,0,0,FALSE,,,Bolt,car,3,Volkswagen Touran
MzI1LTI0MDA4MzA1NjMtMzEwNTMwOTI3OQ,in_app,finished,23.025,6.354,0.417,6.771,3.400531679,3.623701605,11.8,2.383333333,14.18333333,1.623384254,1.951271186,26-02-26,8:43:11,26-02-26,8:43:19,26-02-26,8:47:45,26-02-26,8:59:33,26-02-26,8:59:48,26-02-26,8:59:48,"Strada Gara de Nord 6-8, Bucureşti 010857","Calea Giulești 471a, București, România",,,,,"[{""lat"": 44.445559, ""lng"": 26.076915, ""address"": ""Strada Gara de Nord 6-8, Bucureşti 010857"", ""real_lat"": 44.445673, ""real_lng"": 26.07685, ""type"": ""pickup""}, {""lat"": 44.466318, ""lng"": 26.013823, ""address"": ""Calea Giulești 471a, București, România"", ""real_lat"": 44.466499, ""real_lng"": 26.014016, ""type"": ""dropoff""}]",30.7,7.675,0,0,0,0,0,0,FALSE,,,Bolt,car,3,Volkswagen Touran
MzI1LTI0MDA4NTc2OTEtMzEwNTM0ODA2MA,in_app,finished,23.175,5.775,1.254,7.029,3.297055058,4.012987013,19.85,5.55,25.4,0.912401575,1.167506297,26-02-26,9:07:02,26-02-26,9:07:08,26-02-26,9:12:41,26-02-26,9:32:32,26-02-26,9:32:38,26-02-26,9:32:38,"Intrarea Craiovei 14, Bucureşti","Piața Victoriei, București",,,,,"[{""lat"": 44.462967, ""lng"": 26.0395, ""address"": ""Intrarea Craiovei 14, Bucureşti"", ""real_lat"": 44.462892, ""real_lng"": 26.039559, ""type"": ""pickup""}, {""lat"": 44.452424, ""lng"": 26.085169, ""address"": ""Piața Victoriei, București"", ""real_lat"": 44.454018, ""real_lng"": 26.084845, ""type"": ""dropoff""}]",30.9,7.725,0,0,0,0,0,0,FALSE,,,Bolt,car,3,Volkswagen Touran
MzI1LTI0MDA3NzgxNzUtMzEwNTIzNTI5OA,in_app,finished,16.65,1.728,0.364,2.092,7.958891013,9.635416667,11.13333333,1.933333333,13.06666667,1.274234694,1.495508982,26-02-26,7:54:25,26-02-26,7:54:32,26-02-26,7:56:28,26-02-26,8:07:36,26-02-26,8:07:42,26-02-26,8:07:42,"Strada Avrig 23A-25A, Bucureşti 021572","Strada Mașina de Pâine 67, Bucureşti 021128",,,,,"[{""lat"": 44.445834, ""lng"": 26.130808, ""address"": ""Strada Avrig 23A-25A, Bucureşti 021572"", ""real_lat"": 44.445687, ""real_lng"": 26.130554, ""type"": ""pickup""}, {""lat"": 44.456527, ""lng"": 26.12745, ""address"": ""Strada Mașina de Pâine 67, Bucureşti 021128"", ""real_lat"": 44.456272, ""real_lng"": 26.127379, ""type"": ""dropoff""}]",22.2,5.55,0,0,0,0,0,0,FALSE,,,Bolt,car,3,Volkswagen Touran
MzI1LTI0MDEyNjc2NzItMzEwNTkyNzU0Nw,business,finished,27.225,9.663,0.979,10.642,2.558259726,2.817447998,49.23333333,6.416666667,55.65,0.489218329,0.552979012,26-02-26,14:53:34,26-02-26,14:53:41,26-02-26,15:01:37,26-02-26,15:50:51,26-02-26,15:50:58,26-02-26,15:50:58,"Strada Grigore C. Moisil 16, Bucureşti","Dental Arhitect Clinica Stomatologica, Strada Sergent Nuțu Ion, București, România",,,,,"[{""lat"": 44.466074, ""lng"": 26.116523, ""address"": ""Strada Grigore C. Moisil 16, Bucureşti"", ""real_lat"": 44.465817, ""real_lng"": 26.116774, ""type"": ""pickup""}, {""lat"": 44.425455, ""lng"": 26.062613, ""address"": ""Dental Arhitect Clinica Stomatologica, Strada Sergent Nuțu Ion, București, România"", ""real_lat"": 44.425407, ""real_lng"": 26.062184, ""type"": ""dropoff""}]",36.3,9.075,0,0,0,0,0,0,FALSE,,,Delivery,car,0,Volkswagen Touran
MzI1LTI0MDEyNDQ4MjgtMzEwNTg5NDY3Mg,in_app,finished,12.75,3.29,0.27,3.56,3.581460674,3.875379939,19.16666667,0.45,19.61666667,0.649957519,0.665217391,26-02-26,14:35:32,26-02-26,14:35:35,26-02-26,14:36:02,26-02-26,14:55:12,26-02-26,14:55:18,26-02-26,14:55:18,"Șoseaua Pipera 49, Bucureşti 014254","Str. Tuzla 42, Bucureşti 023832",,,,,"[{""lat"": 44.482977, ""lng"": 26.107453, ""address"": ""Șoseaua Pipera 49, Bucureşti 014254"", ""real_lat"": 44.482906, ""real_lng"": 26.107623, ""type"": ""pickup""}, {""lat"": 44.463918, ""lng"": 26.119602, ""address"": ""Str. Tuzla 42, Bucureşti 023832"", ""real_lat"": 44.463908, ""real_lng"": 26.119575, ""type"": ""dropoff""}]",17,4.25,3.4,0,0,0,0,0,FALSE,,,Bolt,car,3,Volkswagen Touran
MzI1LTI0MDA4ODgyMDctMzEwNTM5MDMzMQ,in_app,finished,17.925,4.221,1.448,5.669,3.161933322,4.246624023,12.56666667,4.45,17.01666667,1.05337904,1.426392573,26-02-26,9:32:53,26-02-26,9:32:57,26-02-26,9:37:24,26-02-26,9:49:58,26-02-26,9:50:04,26-02-26,9:50:04,"Bulevardul Ion Mihalache 94, Bucureşti 011197","Liceul Teoretic Constantin Brâncoveanu, Strada Pajurei, Bucharest, Romania",,,,,"[{""lat"": 44.460629, ""lng"": 26.074833, ""address"": ""Bulevardul Ion Mihalache 94, Bucureşti 011197"", ""real_lat"": 44.460571, ""real_lng"": 26.074788, ""type"": ""pickup""}, {""lat"": 44.48272, ""lng"": 26.049803, ""address"": ""Liceul Teoretic Constantin Brâncoveanu, Strada Pajurei, Bucharest, Romania"", ""real_lat"": 44.482334, ""real_lng"": 26.048881, ""type"": ""dropoff""}]",23.9,5.975,0,0,0,0,0,0,FALSE,,,Bolt,car,3,Volkswagen Touran
MzI1LTI0MDA5MTI1NzgtMzEwNTQyMzA4Mg,in_app,finished,53.475,20.233,0.64,20.873,2.5619221,2.642959522,53.53333333,1.433333333,54.96666667,0.972862341,0.998910336,26-02-26,9:50:26,26-02-26,9:50:33,26-02-26,9:51:59,26-02-26,10:45:31,26-02-26,10:45:37,26-02-26,10:45:37,"Strada Pajurei 7, Bucureşti 013152","AD Garage, Splaiul Unirii 833A",,,,,"[{""lat"": 44.482382, ""lng"": 26.047675, ""address"": ""Strada Pajurei 7, Bucureşti 013152"", ""real_lat"": 44.482211, ""real_lng"": 26.047948, ""type"": ""pickup""}, {""lat"": 44.394872, ""lng"": 26.180134, ""address"": ""AD Garage, Splaiul Unirii 833A"", ""real_lat"": 44.395207, ""real_lng"": 26.216024, ""type"": ""dropoff""}]",71.3,17.825,21.4,0,0,0,0,0,FALSE,,,Bolt,car,3,Volkswagen Touran
MzI1LTI0MDA5NjkyNzgtMzEwNTUwMzIxOA,in_app,finished,43.725,23.621,3.781,27.402,1.595686446,1.851107066,55,11.08333333,66.08333333,0.661664565,0.795,26-02-26,10:40:54,26-02-26,10:40:59,26-02-26,10:56:36,26-02-26,11:51:36,26-02-26,11:52:15,26-02-26,11:52:15,"Șoseaua Vitan-Bârzești 7D, Bucureşti 042121","Plecări, Aeroportul Henri Coandă din București (OTP)",,,,,"[{""lat"": 44.398683, ""lng"": 26.142973, ""address"": ""Șoseaua Vitan-Bârzești 7D, Bucureşti 042121"", ""real_lat"": 44.398754, ""real_lng"": 26.143071, ""type"": ""pickup""}, {""lat"": 44.572191, ""lng"": 26.076218, ""address"": ""Plecări, Aeroportul Henri Coandă din București (OTP)"", ""real_lat"": 44.571702, ""real_lng"": 26.075799, ""type"": ""dropoff""}]",58.3,14.575,0,0,0,0,0,0,FALSE,,,Bolt,car,3,Volkswagen Touran
MzI1LTI0MDA3OTIwOTAtMzEwNTI1NDcwNQ,in_app,finished,29.25,6.171,0.555,6.726,4.348795718,4.739912494,32.98333333,2.6,35.58333333,0.822014052,0.886811521,26-02-26,8:09:41,26-02-26,8:09:47,26-02-26,8:12:23,26-02-26,8:45:22,26-02-26,8:45:29,26-02-26,8:45:29,"Strada Alexandru cel Bun 16, Bucureşti 023683","MyContinental București, Calea Grivitei 143, Gara de Nord, Bucureşti",,,,,"[{""lat"": 44.45964, ""lng"": 26.122533, ""address"": ""Strada Alexandru cel Bun 16, Bucureşti 023683"", ""real_lat"": 44.459551, ""real_lng"": 26.122578, ""type"": ""pickup""}, {""lat"": 44.446646, ""lng"": 26.078094, ""address"": ""MyContinental București, Calea Grivitei 143, Gara de Nord, Bucureşti"", ""real_lat"": 44.446678, ""real_lng"": 26.078065, ""type"": ""dropoff""}]",39,9.75,0,0,0,0,0,0,FALSE,,,Bolt,car,3,Volkswagen Touran
MzI1LTI0MDI1NzE4ODYtMzEwNzkzMzI1Nw,in_app,finished,19.425,3.446,1.782,5.228,3.715570008,5.6369704,21.56666667,7.95,29.51666667,0.658102767,0.900695518,27-02-26,14:48:54,27-02-26,14:48:58,27-02-26,14:56:55,27-02-26,15:18:29,27-02-26,15:18:39,27-02-26,15:18:39,"Strada Silvia 9, Bucureşti 023431","Strada Pictor Ștefan Luchian 12, Sector 2, Bucureşti",,,,,"[{""lat"": 44.457792, ""lng"": 26.131903, ""address"": ""Strada Silvia 9, Bucureşti 023431"", ""real_lat"": 44.457696, ""real_lng"": 26.131823, ""type"": ""pickup""}, {""lat"": 44.436244, ""lng"": 26.112555, ""address"": ""Strada Pictor Ștefan Luchian 12, Sector 2, Bucureşti"", ""real_lat"": 44.436495, ""real_lng"": 26.112442, ""type"": ""dropoff""}]",25.9,6.475,2.6,0,0,0,0,0,FALSE,,,Bolt,car,3,Volkswagen Touran
MzI1LTI0MDI5MjI5MzktMzEwODQ1NzA2NA,in_app,finished,14.475,3.484,1.36,4.844,2.988232865,4.154707233,13.53333333,7.466666667,21,0.689285714,1.069581281,27-02-26,18:59:07,27-02-26,18:59:18,27-02-26,19:06:46,27-02-26,19:20:18,27-02-26,19:20:36,27-02-26,19:20:36,"Strada Londra 11, Bucureşti 011761","Strada Trotușului 62, Bucureşti 012144",,,,,"[{""lat"": 44.453763, ""lng"": 26.093102, ""address"": ""Strada Londra 11, Bucureşti 011761"", ""real_lat"": 44.453668, ""real_lng"": 26.093205, ""type"": ""pickup""}, {""lat"": 44.463655, ""lng"": 26.063259, ""address"": ""Strada Trotușului 62, Bucureşti 012144"", ""real_lat"": 44.463534, ""real_lng"": 26.063101, ""type"": ""dropoff""}]",19.3,4.825,1.9,0,0,0,0,0,FALSE,,,Bolt,car,3,Volkswagen Touran
MzI1LTI0MDMyODIwOTgtMzEwOTAyNzU1MA,in_app,finished,19.35,8.887,2.758,11.645,1.661657364,2.177337684,21.76666667,6.433333333,28.2,0.686170213,0.888973966,27-02-26,23:12:12,27-02-26,23:12:20,27-02-26,23:19:50,27-02-26,23:41:36,27-02-26,23:41:44,27-02-26,23:41:44,"Strada Tunari 32, Bucureşti 020527","Str. Izvorul Trotusului 1, Bucureşti 040884",,,,,"[{""lat"": 44.44968, ""lng"": 26.106626, ""address"": ""Strada Tunari 32, Bucureşti 020527"", ""real_lat"": 44.449366, ""real_lng"": 26.106833, ""type"": ""pickup""}, {""lat"": 44.387938, ""lng"": 26.106757, ""address"": ""Str. Izvorul Trotusului 1, Bucureşti 040884"", ""real_lat"": 44.387811, ""real_lng"": 26.106878, ""type"": ""dropoff""}]",25.8,6.45,0,0,0,0,0,0,FALSE,,,Bolt,car,3,Volkswagen Touran
MzI1LTI0MDI4NDk2NzYtMzEwODM0NTgyMg,business,finished,25.725,4.748,0.177,4.925,5.223350254,5.418070767,27.46666667,1.35,28.81666667,0.892712551,0.936589806,27-02-26,18:13:15,27-02-26,18:13:18,27-02-26,18:15:25,27-02-26,18:42:53,27-02-26,18:42:58,27-02-26,18:42:58,"Strada Gheorghe Țițeica 178, Bucureşti","Str. Benjamin Franklin 1, Bucureşti 010287",,,,,"[{""lat"": 44.470138, ""lng"": 26.11006, ""address"": ""Strada Gheorghe Țițeica 178, Bucureşti"", ""real_lat"": 44.470083, ""real_lng"": 26.11012, ""type"": ""pickup""}, {""lat"": 44.44139, ""lng"": 26.097314, ""address"": ""Str. Benjamin Franklin 1, Bucureşti 010287"", ""real_lat"": 44.441959, ""real_lng"": 26.097526, ""type"": ""dropoff""}]",34.3,8.575,0,0,0,0,0,0,FALSE,,,Bolt,car,3,Volkswagen Touran
MzI1LTI0MDI4MDY5ODgtMzEwODI4MzcxMg,in_app,finished,30.3,6.6,0.907,7.507,4.036232849,4.590909091,26.83333333,2.85,29.68333333,1.020774846,1.129192547,27-02-26,17:44:20,27-02-26,17:44:23,27-02-26,17:47:14,27-02-26,18:14:04,27-02-26,18:14:09,27-02-26,18:14:09,"Strada Doctor Nicolae D. Staicovici 1-5, Bucureşti 050552","Dentalist, Intrarea Tăciunelui 5, Tei, Bucureşti",,,,,"[{""lat"": 44.433867, ""lng"": 26.079425, ""address"": ""Strada Doctor Nicolae D. Staicovici 1-5, Bucureşti 050552"", ""real_lat"": 44.434007, ""real_lng"": 26.078904, ""type"": ""pickup""}, {""lat"": 44.468933, ""lng"": 26.111269, ""address"": ""Dentalist, Intrarea Tăciunelui 5, Tei, Bucureşti"", ""real_lat"": 44.468719, ""real_lng"": 26.109756, ""type"": ""dropoff""}]",40.4,10.1,0,0,0,0,0,0,FALSE,,,Bolt,car,3,Volkswagen Touran
MzI1LTI0MDI3NzQzMzUtMzEwODIzNDc5MA,in_app,finished,15.675,3.982,0.606,4.588,3.41652136,3.936464088,14.21666667,2.9,17.11666667,0.915774099,1.102579132,27-02-26,17:20:53,27-02-26,17:21:01,27-02-26,17:28:30,27-02-26,17:42:43,27-02-26,17:43:17,27-02-26,17:43:17,"Strada Radu Vodă 28A, Bucureşti","PRODESIGN ENGINEERING & CONSTRUCTION, Strada Doctor Carol Davila, Bucharest, Romania",,,,,"[{""lat"": 44.423059, ""lng"": 26.108778, ""address"": ""Strada Radu Vodă 28A, Bucureşti"", ""real_lat"": 44.42329, ""real_lng"": 26.108677, ""type"": ""pickup""}, {""lat"": 44.433014, ""lng"": 26.069363, ""address"": ""PRODESIGN ENGINEERING & CONSTRUCTION, Strada Doctor Carol Davila, Bucharest, Romania"", ""real_lat"": 44.433419, ""real_lng"": 26.069446, ""type"": ""dropoff""}]",20.9,5.225,0,0,0,0,0,0,FALSE,,,Delivery,car,0,Volkswagen Touran
MzI1LTI0MDI0NTgxMDItMzEwNzc3MjM1Ng,in_app,finished,24.3,7.235,1.661,8.896,2.731564748,3.358673117,23.53333333,7.3,30.83333333,0.788108108,1.032577904,27-02-26,13:19:47,27-02-26,13:19:54,27-02-26,13:27:12,27-02-26,13:50:44,27-02-26,13:51:08,27-02-26,13:51:09,"Drumul Valea Doftanei 15A, București 061981","Splaiul Independenței Entrance, University of Veterinary Medicine",,,,,"[{""lat"": 44.417476, ""lng"": 26.010514, ""address"": ""Drumul Valea Doftanei 15A, București 061981"", ""real_lat"": 44.417492, ""real_lng"": 26.010509, ""type"": ""pickup""}, {""lat"": 44.42983, ""lng"": 26.078759, ""address"": ""Splaiul Independenței Entrance, University of Veterinary Medicine"", ""real_lat"": 44.42975, ""real_lng"": 26.078597, ""type"": ""dropoff""}]",32.4,8.1,6.5,0,0,0,0,0,FALSE,,,Bolt,car,3,Volkswagen Touran
MzI1LTI0MDI0OTY3NzktMzEwNzgyNzQyMQ,in_app,finished,42.075,7.762,1.127,8.889,4.733378333,5.420639011,42.41666667,3.483333333,45.9,0.916666667,0.99194499,27-02-26,13:51:21,27-02-26,13:51:26,27-02-26,13:54:55,27-02-26,14:37:20,27-02-26,14:37:32,27-02-26,14:37:32,"Prof Medica, Strada Doctor Panait Iatropol 53, Cotroceni, Bucureşti","Bloc 3, Strada Doamna Ghica 5, București, România",,,,,"[{""lat"": 44.432361, ""lng"": 26.071018, ""address"": ""Prof Medica, Strada Doctor Panait Iatropol 53, Cotroceni, Bucureşti"", ""real_lat"": 44.432467, ""real_lng"": 26.071214, ""type"": ""pickup""}, {""lat"": 44.463967, ""lng"": 26.130771, ""address"": ""Bloc 3, Strada Doamna Ghica 5, București, România"", ""real_lat"": 44.464026, ""real_lng"": 26.130943, ""type"": ""dropoff""}]",56.1,14.025,0,0,0,0,0,0,FALSE,,,Bolt,car,3,Volkswagen Touran
MzI1LTI0MDI3NDU5ODYtMzEwODE5MjI5MA,in_app,finished,20.1,3.178,1.415,4.593,4.37622469,6.324732536,18.98333333,6.633333333,25.61666667,0.784645413,1.058823529,27-02-26,16:59:57,27-02-26,16:59:59,27-02-26,17:06:37,27-02-26,17:25:36,27-02-26,17:25:43,27-02-26,17:25:43,"Strada Ion Câmpineanu 16, Bucureşti 010036","Splaiul Unirii 41, Bucureşti",,,,,"[{""lat"": 44.437326, ""lng"": 26.098727, ""address"": ""Strada Ion Câmpineanu 16, Bucureşti 010036"", ""real_lat"": 44.437328, ""real_lng"": 26.098815, ""type"": ""pickup""}, {""lat"": 44.419853, ""lng"": 26.112003, ""address"": ""Splaiul Unirii 41, Bucureşti"", ""real_lat"": 44.419732, ""real_lng"": 26.112409, ""type"": ""dropoff""}]",26.8,6.7,0,0,0,0,0,0,FALSE,,,Bolt,car,3,Volkswagen Touran
MzI1LTI0MDMyMzcxMDMtMzEwODk1Njk4Nw,in_app,finished,12.75,2.072,1.41,3.482,3.661688685,6.153474903,5.333333333,2.733333333,8.066666667,1.580578512,2.390625,27-02-26,22:36:36,27-02-26,22:36:42,27-02-26,22:39:26,27-02-26,22:44:46,27-02-26,22:44:53,27-02-26,22:44:53,"Bulevardul Constructorilor 16A, Bucureşti 060503","Strada Mânzului 24, București 077042",,,,,"[{""lat"": 44.458041, ""lng"": 26.041019, ""address"": ""Bulevardul Constructorilor 16A, Bucureşti 060503"", ""real_lat"": 44.458119, ""real_lng"": 26.040956, ""type"": ""pickup""}, {""lat"": 44.46951, ""lng"": 26.034234, ""address"": ""Strada Mânzului 24, București 077042"", ""real_lat"": 44.469562, ""real_lng"": 26.034329, ""type"": ""dropoff""}]",17,4.25,0,0,0,0,0,0,FALSE,,,Bolt,car,3,Volkswagen Touran
MzI1LTI0MDMyNTc0NzItMzEwODk4NzY2OQ,in_app,finished,17.025,7.333,2.911,10.244,1.661948458,2.321696441,15.46666667,5,20.46666667,0.831840391,1.10075431,27-02-26,22:52:53,27-02-26,22:52:56,27-02-26,22:57:56,27-02-26,23:13:24,27-02-26,23:13:32,27-02-26,23:13:32,"Calea Griviței 365, Bucureşti 010719","Str. Alexandru Cel Bun 24A, Bucureşti 023682",,,,,"[{""lat"": 44.464822, ""lng"": 26.054868, ""address"": ""Calea Griviței 365, Bucureşti 010719"", ""real_lat"": 44.464856, ""real_lng"": 26.054853, ""type"": ""pickup""}, {""lat"": 44.45992, ""lng"": 26.124162, ""address"": ""Str. Alexandru Cel Bun 24A, Bucureşti 023682"", ""real_lat"": 44.45982, ""real_lng"": 26.124307, ""type"": ""dropoff""}]",22.7,5.675,4.5,0,0,0,0,0,FALSE,,,Bolt,car,3,Volkswagen Touran
MzI1LTI0MDQ2MjM4NjctMzExMTE5NzIzOQ,in_app,finished,72.025,22.162,1.67,23.832,3.022197046,3.249932317,38.71666667,9.583333333,48.3,1.491200828,1.860309944,28-02-26,21:04:47,28-02-26,21:04:52,28-02-26,21:14:27,28-02-26,21:53:10,28-02-26,21:53:19,28-02-26,21:53:19,"Sosiri, Aeroportul Henri Coandă din București (OTP)","Șoseaua Mihai Bravu 325, Bucureşti 030312",,,,,"[{""lat"": 44.569399, ""lng"": 26.076576, ""address"": ""Sosiri, Aeroportul Henri Coandă din București (OTP)"", ""real_lat"": 44.569544, ""real_lng"": 26.075251, ""type"": ""pickup""}, {""lat"": 44.415539, ""lng"": 26.133894, ""address"": ""Șoseaua Mihai Bravu 325, Bucureşti 030312"", ""real_lat"": 44.415426, ""real_lng"": 26.133693, ""type"": ""dropoff""}]",92.7,20.675,8.3,0,0,0,10,0,FALSE,,,Bolt Airport,car,3,Volkswagen Touran
MzI1LTI0MDQ2OTExNjktMzExMTMwMTg4Ng,in_app,finished,12.75,2.572,1.294,3.866,3.297982411,4.957231726,5.483333333,3.416666667,8.9,1.43258427,2.325227964,28-02-26,21:53:35,28-02-26,21:53:38,28-02-26,21:57:03,28-02-26,22:02:32,28-02-26,22:02:38,28-02-26,22:02:38,"Strada Dristorului 89, Bucureşti","School and Kindergarten Montessano, Strada Parfumului, Bucharest, Romania",,,,,"[{""lat"": 44.423197, ""lng"": 26.138264, ""address"": ""Strada Dristorului 89, Bucureşti"", ""real_lat"": 44.423102, ""real_lng"": 26.138299, ""type"": ""pickup""}, {""lat"": 44.429758, ""lng"": 26.117114, ""address"": ""School and Kindergarten Montessano, Strada Parfumului, Bucharest, Romania"", ""real_lat"": 44.429838, ""real_lng"": 26.117065, ""type"": ""dropoff""}]",17,4.25,0,0,0,0,0,0,FALSE,,,Bolt,car,3,Volkswagen Touran
